"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","population","Cause"
"6 years","6","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",6,NA,"Neoplasms"
"6 years","6","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",6,NA,"Neoplasms"
"6 years","6","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",6,NA,"Neoplasms"
"6 years","6","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",6,NA,"Neoplasms"
"6 years","6","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",6,NA,"Neoplasms"
"7 years","7","Female","F","8th grade or less",1,104,"Not Applicable","Not Applicable",7,5935118.1281,"Neoplasms"
"7 years","7","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","8th grade or less",1,109,"Not Applicable","Not Applicable",7,6316090.6287,"Neoplasms"
"7 years","7","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"7 years","7","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",7,NA,"Neoplasms"
"8 years","8","Female","F","8th grade or less",1,103,"Not Applicable","Not Applicable",8,5948001.5118,"Neoplasms"
"8 years","8","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","8th grade or less",1,125,"Not Applicable","Not Applicable",8,6121859.6518,"Neoplasms"
"8 years","8","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"8 years","8","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",8,NA,"Neoplasms"
"9 years","9","Female","F","8th grade or less",1,97,"Not Applicable","Not Applicable",9,5931555.7695,"Neoplasms"
"9 years","9","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","8th grade or less",1,109,"Not Applicable","Not Applicable",9,6315186.6979,"Neoplasms"
"9 years","9","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"9 years","9","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",9,NA,"Neoplasms"
"10 years","10","Female","F","8th grade or less",1,99,"Not Applicable","Not Applicable",10,6119107.5236,"Neoplasms"
"10 years","10","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","8th grade or less",1,119,"Not Applicable","Not Applicable",10,6070450.5121,"Neoplasms"
"10 years","10","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"10 years","10","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",10,NA,"Neoplasms"
"11 years","11","Female","F","8th grade or less",1,119,"Not Applicable","Not Applicable",11,5898172.3763,"Neoplasms"
"11 years","11","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Male","M","8th grade or less",1,126,"Not Applicable","Not Applicable",11,6543710.4127,"Neoplasms"
"11 years","11","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"11 years","11","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",11,NA,"Neoplasms"
"12 years","12","Female","F","8th grade or less",1,119,"Not Applicable","Not Applicable",12,6131128.0087,"Neoplasms"
"12 years","12","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","8th grade or less",1,145,"Not Applicable","Not Applicable",12,6470793.2033,"Neoplasms"
"12 years","12","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"12 years","12","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",12,NA,"Neoplasms"
"13 years","13","Female","F","8th grade or less",1,143,"Not Applicable","Not Applicable",13,6366079.3752,"Neoplasms"
"13 years","13","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Male","M","8th grade or less",1,167,"Not Applicable","Not Applicable",13,6643584.1768,"Neoplasms"
"13 years","13","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"13 years","13","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Neoplasms"
"14 years","14","Female","F","8th grade or less",1,80,"Not Applicable","Not Applicable",14,6413969.449,"Neoplasms"
"14 years","14","Female","F","9th through 12th grade with no diploma",2,50,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","8th grade or less",1,119,"Not Applicable","Not Applicable",14,6771346.2587,"Neoplasms"
"14 years","14","Male","M","9th through 12th grade with no diploma",2,47,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"14 years","14","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Neoplasms"
"15 years","15","Female","F","8th grade or less",1,26,"Not Applicable","Not Applicable",15,2313675.6494,"Neoplasms"
"15 years","15","Female","F","9th through 12th grade with no diploma",2,138,"Not Applicable","Not Applicable",15,3933016.6176,"Neoplasms"
"15 years","15","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,75053.8103,"Neoplasms"
"15 years","15","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,50418.5671,"Neoplasms"
"15 years","15","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,11689.5532,"Neoplasms"
"15 years","15","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,26494.3814,"Neoplasms"
"15 years","15","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,6908.3216,"Neoplasms"
"15 years","15","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,NA,"Neoplasms"
"15 years","15","Male","M","8th grade or less",1,37,"Not Applicable","Not Applicable",15,2648144.6437,"Neoplasms"
"15 years","15","Male","M","9th through 12th grade with no diploma",2,163,"Not Applicable","Not Applicable",15,3849917.7892,"Neoplasms"
"15 years","15","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,88959.2937,"Neoplasms"
